disambiguation_id,alumni_id,candidate_id,name_score,affiliation_score,timeline_score,field_score,cross_validation_bonus,final_score,confidence_level,decision_label,review_flag,evaluated_at
DIS-00012102,ALM-2018-06-034,CAND-ALM-2018-06-034-03,0.96,0.8,0.8,0.37,0.08,0.87,Tinggi,Kemungkinan kuat,No,2025-03-06
DIS-00012103,ALM-2018-06-034,CAND-ALM-2018-06-034-04,1.0,0.94,0.95,0.66,0.0,0.92,Tinggi,Kemungkinan kuat,No,2025-04-06
DIS-00012104,ALM-2018-06-035,CAND-ALM-2018-06-035-01,0.96,0.85,0.85,0.59,0.05,0.9,Tinggi,Kemungkinan kuat,No,2023-02-26
DIS-00012105,ALM-2018-06-035,CAND-ALM-2018-06-035-02,1.0,0.49,0.75,0.79,0.05,0.82,Tinggi,Kemungkinan kuat,No,2025-02-08
DIS-00012106,ALM-2018-06-036,CAND-ALM-2018-06-036-01,0.81,0.8,0.8,0.71,0.0,0.79,Sedang,Perlu verifikasi,Yes,2025-11-21
DIS-00012107,ALM-2018-06-036,CAND-ALM-2018-06-036-02,0.73,0.38,0.75,0.7,0.08,0.7,Sedang,Perlu verifikasi,Yes,2022-03-11
DIS-00012108,ALM-2018-06-036,CAND-ALM-2018-06-036-03,0.89,0.76,0.73,1.0,0.03,0.87,Tinggi,Kemungkinan kuat,No,2024-10-07
DIS-00012109,ALM-2018-06-037,CAND-ALM-2018-06-037-01,0.8,0.38,0.28,0.75,0.08,0.64,Sedang,Perlu verifikasi,Yes,2023-05-16
DIS-00012110,ALM-2018-06-037,CAND-ALM-2018-06-037-02,0.76,0.91,0.49,0.39,0.05,0.75,Sedang,Perlu verifikasi,Yes,2025-02-19
DIS-00012111,ALM-2018-06-037,CAND-ALM-2018-06-037-03,0.84,0.93,0.88,0.49,0.05,0.87,Tinggi,Kemungkinan kuat,No,2024-05-15
DIS-00012112,ALM-2018-06-037,CAND-ALM-2018-06-037-04,0.73,0.25,0.76,0.67,0.03,0.61,Sedang,Perlu verifikasi,Yes,2024-04-17
DIS-00012113,ALM-2018-06-038,CAND-ALM-2018-06-038-01,1.0,0.77,0.89,0.48,0.0,0.83,Tinggi,Kemungkinan kuat,No,2024-09-08
DIS-00012114,ALM-2018-06-038,CAND-ALM-2018-06-038-02,0.86,0.96,0.38,0.82,0.03,0.82,Tinggi,Kemungkinan kuat,No,2023-12-13
DIS-00012115,ALM-2018-06-038,CAND-ALM-2018-06-038-03,0.84,0.92,0.7,0.77,0.08,0.91,Tinggi,Kemungkinan kuat,No,2024-11-06
DIS-00012116,ALM-2018-06-039,CAND-ALM-2018-06-039-01,0.95,0.83,0.99,0.68,0.05,0.93,Tinggi,Kemungkinan kuat,No,2025-05-18
DIS-00012117,ALM-2018-06-039,CAND-ALM-2018-06-039-02,0.75,0.21,0.88,0.48,0.0,0.57,Rendah,Tidak cocok,Yes,2022-08-22
DIS-00012118,ALM-2018-06-040,CAND-ALM-2018-06-040-01,0.7,0.8,0.84,0.77,0.05,0.82,Tinggi,Kemungkinan kuat,No,2023-11-16
DIS-00012119,ALM-2018-06-040,CAND-ALM-2018-06-040-02,0.76,0.28,0.71,0.4,0.05,0.6,Sedang,Perlu verifikasi,Yes,2023-10-26
DIS-00012120,ALM-2018-06-040,CAND-ALM-2018-06-040-03,0.76,0.74,0.31,0.71,0.05,0.71,Sedang,Perlu verifikasi,Yes,2025-05-24
DIS-00012121,ALM-2018-06-041,CAND-ALM-2018-06-041-01,1.0,0.63,0.85,0.63,0.0,0.8,Tinggi,Kemungkinan kuat,No,2022-09-24
DIS-00012122,ALM-2018-06-041,CAND-ALM-2018-06-041-02,1.0,0.98,0.83,0.82,0.03,0.96,Tinggi,Kemungkinan kuat,No,2022-11-26
DIS-00012123,ALM-2018-06-041,CAND-ALM-2018-06-041-03,0.91,0.81,0.54,0.5,0.05,0.79,Sedang,Perlu verifikasi,Yes,2022-08-25
DIS-00012124,ALM-2018-06-042,CAND-ALM-2018-06-042-01,0.83,0.82,0.95,0.41,0.08,0.87,Tinggi,Kemungkinan kuat,No,2024-09-25
DIS-00012125,ALM-2018-06-042,CAND-ALM-2018-06-042-02,0.94,0.92,0.78,0.55,0.0,0.84,Tinggi,Kemungkinan kuat,No,2024-02-15
DIS-00012126,ALM-2018-06-042,CAND-ALM-2018-06-042-03,0.81,0.85,0.75,0.63,0.08,0.86,Tinggi,Kemungkinan kuat,No,2023-12-21
DIS-00012127,ALM-2018-06-043,CAND-ALM-2018-06-043-01,0.76,0.97,0.61,0.77,0.05,0.84,Tinggi,Kemungkinan kuat,No,2025-07-10
DIS-00012128,ALM-2018-06-043,CAND-ALM-2018-06-043-02,0.83,0.2,0.91,0.78,0.08,0.73,Sedang,Perlu verifikasi,Yes,2024-10-09
DIS-00012129,ALM-2018-06-043,CAND-ALM-2018-06-043-03,1.0,0.85,0.93,0.68,0.03,0.92,Tinggi,Kemungkinan kuat,No,2022-09-21
DIS-00012130,ALM-2018-06-044,CAND-ALM-2018-06-044-01,0.94,0.99,0.89,0.42,0.05,0.92,Tinggi,Kemungkinan kuat,No,2022-09-06
DIS-00012131,ALM-2018-06-044,CAND-ALM-2018-06-044-02,0.75,0.99,0.67,0.51,0.08,0.85,Tinggi,Kemungkinan kuat,No,2023-06-20
DIS-00012132,ALM-2018-06-045,CAND-ALM-2018-06-045-01,0.91,0.82,0.87,0.73,0.0,0.85,Tinggi,Kemungkinan kuat,No,2025-04-24
DIS-00012133,ALM-2018-06-045,CAND-ALM-2018-06-045-02,0.91,0.21,0.99,0.84,0.05,0.76,Sedang,Perlu verifikasi,Yes,2025-09-16
DIS-00012134,ALM-2018-06-045,CAND-ALM-2018-06-045-03,0.98,0.59,0.62,0.81,0.05,0.82,Tinggi,Kemungkinan kuat,No,2023-10-05
DIS-00012135,ALM-2018-06-046,CAND-ALM-2018-06-046-01,0.71,0.83,0.81,0.43,0.03,0.75,Sedang,Perlu verifikasi,Yes,2026-12-04
DIS-00012136,ALM-2018-06-046,CAND-ALM-2018-06-046-02,0.97,0.4,0.76,0.89,0.0,0.74,Sedang,Perlu verifikasi,Yes,2026-12-04
DIS-00012137,ALM-2018-06-046,CAND-ALM-2018-06-046-03,0.8,0.99,0.97,0.48,0.03,0.87,Tinggi,Kemungkinan kuat,No,2023-08-02
DIS-00012138,ALM-2018-06-046,CAND-ALM-2018-06-046-04,0.95,0.69,0.56,0.41,0.0,0.71,Sedang,Perlu verifikasi,Yes,2026-02-26
DIS-00012139,ALM-2018-06-047,CAND-ALM-2018-06-047-01,0.79,0.6,0.57,0.66,0.08,0.75,Sedang,Perlu verifikasi,Yes,2026-09-11
DIS-00012140,ALM-2018-06-047,CAND-ALM-2018-06-047-02,0.75,0.95,0.7,0.62,0.03,0.81,Tinggi,Kemungkinan kuat,No,2026-08-15
DIS-00012141,ALM-2018-06-048,CAND-ALM-2018-06-048-01,0.77,0.95,0.97,0.49,0.05,0.87,Tinggi,Kemungkinan kuat,No,2025-08-01
DIS-00012142,ALM-2018-06-048,CAND-ALM-2018-06-048-02,0.98,0.9,0.92,0.46,0.03,0.9,Tinggi,Kemungkinan kuat,No,2025-10-11
DIS-00012143,ALM-2018-06-048,CAND-ALM-2018-06-048-03,0.71,0.88,0.9,0.38,0.03,0.78,Sedang,Perlu verifikasi,Yes,2025-06-08
DIS-00012144,ALM-2018-06-048,CAND-ALM-2018-06-048-04,0.79,0.99,0.96,0.81,0.05,0.94,Tinggi,Kemungkinan kuat,No,2025-05-11
DIS-00012145,ALM-2018-06-049,CAND-ALM-2018-06-049-01,0.76,0.84,0.34,0.8,0.08,0.79,Sedang,Perlu verifikasi,Yes,2025-08-14
DIS-00012146,ALM-2018-06-049,CAND-ALM-2018-06-049-02,0.75,0.68,0.84,0.52,0.03,0.74,Sedang,Perlu verifikasi,Yes,2022-02-10
DIS-00012147,ALM-2018-06-050,CAND-ALM-2018-06-050-01,0.78,0.94,0.63,0.36,0.0,0.73,Sedang,Perlu verifikasi,Yes,2025-03-01
DIS-00012148,ALM-2018-06-050,CAND-ALM-2018-06-050-02,0.8,0.3,0.63,0.72,0.03,0.63,Sedang,Perlu verifikasi,Yes,2025-05-23
DIS-00012149,ALM-2018-06-051,CAND-ALM-2018-06-051-01,0.93,0.52,0.34,0.68,0.05,0.7,Sedang,Perlu verifikasi,Yes,2022-05-07
DIS-00012150,ALM-2018-06-051,CAND-ALM-2018-06-051-02,0.8,0.84,0.25,0.36,0.03,0.67,Sedang,Perlu verifikasi,Yes,2024-10-27
DIS-00012151,ALM-2018-06-051,CAND-ALM-2018-06-051-03,0.99,0.62,0.72,0.77,0.03,0.82,Tinggi,Kemungkinan kuat,No,2023-03-12
DIS-00012152,ALM-2018-06-052,CAND-ALM-2018-06-052-01,0.8,0.96,0.57,0.48,0.08,0.83,Tinggi,Kemungkinan kuat,No,2025-04-16
DIS-00012153,ALM-2018-06-052,CAND-ALM-2018-06-052-02,0.99,0.62,0.87,0.5,0.03,0.81,Tinggi,Kemungkinan kuat,No,2022-07-17
DIS-00012154,ALM-2018-06-052,CAND-ALM-2018-06-052-03,0.8,0.62,0.81,0.38,0.05,0.74,Sedang,Perlu verifikasi,Yes,2023-11-28
DIS-00012155,ALM-2018-06-053,CAND-ALM-2018-06-053-01,0.86,0.95,0.72,0.68,0.08,0.91,Tinggi,Kemungkinan kuat,No,2023-06-15
DIS-00012156,ALM-2018-06-053,CAND-ALM-2018-06-053-02,0.96,0.99,0.57,0.55,0.03,0.86,Tinggi,Kemungkinan kuat,No,2024-09-03
DIS-00012157,ALM-2018-06-054,CAND-ALM-2018-06-054-01,0.83,0.97,0.62,0.48,0.08,0.86,Tinggi,Kemungkinan kuat,No,2024-11-10
DIS-00012158,ALM-2018-06-054,CAND-ALM-2018-06-054-02,0.82,0.88,0.63,0.42,0.08,0.82,Tinggi,Kemungkinan kuat,No,2023-10-16
DIS-00012159,ALM-2018-06-054,CAND-ALM-2018-06-054-03,0.79,0.42,0.95,0.55,0.05,0.73,Sedang,Perlu verifikasi,Yes,2026-12-28
DIS-00012160,ALM-2018-06-054,CAND-ALM-2018-06-054-04,0.83,0.79,0.9,0.59,0.03,0.83,Tinggi,Kemungkinan kuat,No,2023-01-15
DIS-00012161,ALM-2018-06-055,CAND-ALM-2018-06-055-01,0.82,0.61,0.91,0.78,0.03,0.8,Tinggi,Kemungkinan kuat,No,2025-12-18
DIS-00012162,ALM-2018-06-055,CAND-ALM-2018-06-055-02,0.88,0.36,0.9,0.78,0.03,0.74,Sedang,Perlu verifikasi,Yes,2022-08-21
DIS-00012163,ALM-2018-06-056,CAND-ALM-2018-06-056-01,0.97,0.75,0.95,0.51,0.05,0.88,Tinggi,Kemungkinan kuat,No,2026-05-20
DIS-00012164,ALM-2018-06-056,CAND-ALM-2018-06-056-02,0.79,0.61,0.66,0.61,0.08,0.76,Sedang,Perlu verifikasi,Yes,2026-03-04
DIS-00012165,ALM-2018-06-056,CAND-ALM-2018-06-056-03,0.79,0.63,0.56,0.45,0.03,0.68,Sedang,Perlu verifikasi,Yes,2025-09-26
DIS-00012166,ALM-2018-06-057,CAND-ALM-2018-06-057-01,0.87,0.9,0.98,0.55,0.08,0.93,Tinggi,Kemungkinan kuat,No,2022-08-20
DIS-00012167,ALM-2018-06-057,CAND-ALM-2018-06-057-02,0.73,0.7,0.83,0.42,0.0,0.69,Sedang,Perlu verifikasi,Yes,2025-03-18
DIS-00012168,ALM-2018-06-057,CAND-ALM-2018-06-057-03,0.98,0.79,0.88,0.78,0.03,0.9,Tinggi,Kemungkinan kuat,No,2022-09-18
DIS-00012169,ALM-2018-06-058,CAND-ALM-2018-06-058-01,0.8,0.9,0.58,0.6,0.08,0.84,Tinggi,Kemungkinan kuat,No,2024-10-28
DIS-00012170,ALM-2018-06-058,CAND-ALM-2018-06-058-02,0.77,0.64,0.97,0.59,0.05,0.79,Sedang,Perlu verifikasi,Yes,2023-11-15
DIS-00012171,ALM-2018-06-058,CAND-ALM-2018-06-058-03,0.71,0.95,0.66,0.39,0.0,0.72,Sedang,Perlu verifikasi,Yes,2024-10-09
DIS-00012172,ALM-2018-06-059,CAND-ALM-2018-06-059-01,0.92,0.44,0.88,0.7,0.0,0.73,Sedang,Perlu verifikasi,Yes,2025-10-23
DIS-00012173,ALM-2018-06-059,CAND-ALM-2018-06-059-02,0.93,0.62,0.77,0.57,0.08,0.83,Tinggi,Kemungkinan kuat,No,2025-04-16
DIS-00012174,ALM-2018-06-060,CAND-ALM-2018-06-060-01,0.96,0.8,0.83,0.72,0.05,0.9,Tinggi,Kemungkinan kuat,No,2022-01-27
DIS-00012175,ALM-2018-06-060,CAND-ALM-2018-06-060-02,0.77,0.37,0.81,0.7,0.05,0.7,Sedang,Perlu verifikasi,Yes,2024-03-01
DIS-00012176,ALM-2018-06-061,CAND-ALM-2018-06-061-01,0.99,0.63,0.83,0.8,0.0,0.82,Tinggi,Kemungkinan kuat,No,2023-07-08
DIS-00012177,ALM-2018-06-061,CAND-ALM-2018-06-061-02,0.71,0.76,0.62,0.66,0.05,0.75,Sedang,Perlu verifikasi,Yes,2025-12-23
DIS-00012178,ALM-2018-06-061,CAND-ALM-2018-06-061-03,0.98,0.31,0.98,0.73,0.03,0.77,Sedang,Perlu verifikasi,Yes,2025-06-06
DIS-00012179,ALM-2018-06-062,CAND-ALM-2018-06-062-01,0.81,0.71,0.53,0.67,0.05,0.75,Sedang,Perlu verifikasi,Yes,2025-02-27
DIS-00012180,ALM-2018-06-062,CAND-ALM-2018-06-062-02,0.96,0.99,0.38,0.62,0.08,0.88,Tinggi,Kemungkinan kuat,No,2025-05-01
DIS-00012181,ALM-2018-06-062,CAND-ALM-2018-06-062-03,0.98,0.75,0.8,0.36,0.0,0.78,Sedang,Perlu verifikasi,Yes,2023-07-18
DIS-00012182,ALM-2018-06-063,CAND-ALM-2018-06-063-01,0.96,0.9,0.87,0.48,0.0,0.85,Tinggi,Kemungkinan kuat,No,2022-09-02
DIS-00012183,ALM-2018-06-063,CAND-ALM-2018-06-063-02,0.99,0.82,0.83,0.6,0.08,0.93,Tinggi,Kemungkinan kuat,No,2023-04-10
DIS-00012184,ALM-2018-06-063,CAND-ALM-2018-06-063-03,0.97,0.65,0.9,0.48,0.05,0.84,Tinggi,Kemungkinan kuat,No,2025-07-24
DIS-00012185,ALM-2018-06-064,CAND-ALM-2018-06-064-01,0.89,0.72,0.86,0.64,0.0,0.8,Tinggi,Kemungkinan kuat,No,2024-09-24
DIS-00012186,ALM-2018-06-064,CAND-ALM-2018-06-064-02,0.9,0.52,0.96,0.64,0.08,0.84,Tinggi,Kemungkinan kuat,No,2022-03-28
DIS-00012187,ALM-2018-06-065,CAND-ALM-2018-06-065-01,0.94,0.82,0.89,0.91,0.03,0.92,Tinggi,Kemungkinan kuat,No,2024-11-18
DIS-00012188,ALM-2018-06-065,CAND-ALM-2018-06-065-02,0.78,0.79,0.65,0.66,0.05,0.79,Sedang,Perlu verifikasi,Yes,2025-04-14
DIS-00012189,ALM-2018-06-065,CAND-ALM-2018-06-065-03,0.91,0.73,0.58,0.38,0.0,0.71,Sedang,Perlu verifikasi,Yes,2025-04-17
DIS-00012190,ALM-2018-06-065,CAND-ALM-2018-06-065-04,0.88,0.35,0.99,0.51,0.08,0.77,Sedang,Perlu verifikasi,Yes,2022-07-05
DIS-00012191,ALM-2018-06-066,CAND-ALM-2018-06-066-01,0.95,0.8,0.83,0.65,0.05,0.89,Tinggi,Kemungkinan kuat,No,2023-01-28
DIS-00012192,ALM-2018-06-066,CAND-ALM-2018-06-066-02,0.86,0.36,0.77,0.44,0.03,0.66,Sedang,Perlu verifikasi,Yes,2023-06-17
DIS-00012193,ALM-2018-06-067,CAND-ALM-2018-06-067-01,0.96,0.45,0.96,0.35,0.05,0.77,Sedang,Perlu verifikasi,Yes,2024-11-24
DIS-00012194,ALM-2018-06-067,CAND-ALM-2018-06-067-02,0.96,0.48,0.79,0.76,0.05,0.8,Tinggi,Kemungkinan kuat,No,2025-10-04
DIS-00012195,ALM-2018-06-067,CAND-ALM-2018-06-067-03,0.96,0.4,0.83,0.7,0.05,0.78,Sedang,Perlu verifikasi,Yes,2025-06-19
DIS-00012196,ALM-2018-06-067,CAND-ALM-2018-06-067-04,0.75,0.96,0.97,0.84,0.08,0.95,Tinggi,Kemungkinan kuat,No,2023-01-23
DIS-00012197,ALM-2018-06-068,CAND-ALM-2018-06-068-01,0.85,0.75,0.92,0.68,0.05,0.86,Tinggi,Kemungkinan kuat,No,2024-11-03
DIS-00012198,ALM-2018-06-068,CAND-ALM-2018-06-068-02,0.75,0.95,0.93,0.77,0.03,0.88,Tinggi,Kemungkinan kuat,No,2026-10-24
DIS-00012199,ALM-2018-06-069,CAND-ALM-2018-06-069-01,0.73,0.21,0.63,0.79,0.08,0.64,Sedang,Perlu verifikasi,Yes,2025-09-28
DIS-00012200,ALM-2018-06-069,CAND-ALM-2018-06-069-02,0.97,0.41,0.84,0.4,0.0,0.69,Sedang,Perlu verifikasi,Yes,2022-11-28
DIS-00012201,ALM-2018-06-069,CAND-ALM-2018-06-069-03,0.94,0.98,0.75,0.51,0.0,0.85,Tinggi,Kemungkinan kuat,No,2023-08-23
DIS-00012202,ALM-2018-06-069,CAND-ALM-2018-06-069-04,0.74,0.25,0.67,0.43,0.05,0.58,Rendah,Tidak cocok,Yes,2022-07-27
DIS-00012203,ALM-2018-06-070,CAND-ALM-2018-06-070-01,0.72,0.69,0.31,0.75,0.0,0.63,Sedang,Perlu verifikasi,Yes,2025-10-23
DIS-00012204,ALM-2018-06-070,CAND-ALM-2018-06-070-02,0.99,0.66,0.81,0.69,0.0,0.81,Tinggi,Kemungkinan kuat,No,2023-11-21
DIS-00012205,ALM-2018-06-070,CAND-ALM-2018-06-070-03,0.84,0.41,0.89,0.37,0.05,0.7,Sedang,Perlu verifikasi,Yes,2022-08-10
DIS-00012206,ALM-2018-06-071,CAND-ALM-2018-06-071-01,0.73,0.67,0.71,0.36,0.03,0.68,Sedang,Perlu verifikasi,Yes,2024-08-04
DIS-00012207,ALM-2018-06-071,CAND-ALM-2018-06-071-02,0.96,0.78,0.67,0.4,0.05,0.81,Tinggi,Kemungkinan kuat,No,2023-04-26
DIS-00012208,ALM-2018-06-071,CAND-ALM-2018-06-071-03,0.76,0.29,0.92,0.75,0.08,0.73,Sedang,Perlu verifikasi,Yes,2025-02-26
DIS-00012209,ALM-2018-06-071,CAND-ALM-2018-06-071-04,0.79,0.88,0.74,0.41,0.05,0.8,Tinggi,Kemungkinan kuat,No,2023-02-08
DIS-00012210,ALM-2018-06-072,CAND-ALM-2018-06-072-01,0.76,0.96,0.86,0.79,0.03,0.87,Tinggi,Kemungkinan kuat,No,2025-01-13
DIS-00012211,ALM-2018-06-072,CAND-ALM-2018-06-072-02,0.89,0.98,0.76,0.76,0.0,0.87,Tinggi,Kemungkinan kuat,No,2025-03-28
DIS-00012212,ALM-2018-06-072,CAND-ALM-2018-06-072-03,0.81,0.76,0.61,0.78,0.0,0.75,Sedang,Perlu verifikasi,Yes,2024-10-08
DIS-00012213,ALM-2018-06-073,CAND-ALM-2018-06-073-01,0.91,0.73,0.45,0.69,0.03,0.76,Sedang,Perlu verifikasi,Yes,2023-09-26
DIS-00012214,ALM-2018-06-073,CAND-ALM-2018-06-073-02,0.99,0.79,0.9,0.57,0.05,0.9,Tinggi,Kemungkinan kuat,No,2023-07-26
DIS-00012215,ALM-2018-06-074,CAND-ALM-2018-06-074-01,0.97,0.98,0.94,0.68,0.03,0.95,Tinggi,Kemungkinan kuat,No,2022-05-10
DIS-00012216,ALM-2018-06-074,CAND-ALM-2018-06-074-02,0.74,0.82,0.63,0.74,0.0,0.74,Sedang,Perlu verifikasi,Yes,2023-09-11
DIS-00012217,ALM-2018-06-074,CAND-ALM-2018-06-074-03,0.82,0.73,0.89,0.43,0.05,0.8,Tinggi,Kemungkinan kuat,No,2024-03-03
DIS-00012218,ALM-2018-06-074,CAND-ALM-2018-06-074-04,0.77,0.7,0.45,0.79,0.0,0.69,Sedang,Perlu verifikasi,Yes,2023-04-14
DIS-00012219,ALM-2018-06-075,CAND-ALM-2018-06-075-01,1.0,0.97,0.94,0.81,0.08,0.99,Tinggi,Kemungkinan kuat,No,2023-01-13
DIS-00012220,ALM-2018-06-075,CAND-ALM-2018-06-075-02,0.85,0.53,0.9,0.52,0.0,0.71,Sedang,Perlu verifikasi,Yes,2026-01-20
DIS-00012221,ALM-2018-06-075,CAND-ALM-2018-06-075-03,0.9,0.89,0.55,0.47,0.0,0.76,Sedang,Perlu verifikasi,Yes,2023-01-13
DIS-00012222,ALM-2018-06-076,CAND-ALM-2018-06-076-01,0.76,0.94,0.32,0.78,0.05,0.78,Sedang,Perlu verifikasi,Yes,2023-12-17
DIS-00012223,ALM-2018-06-076,CAND-ALM-2018-06-076-02,0.96,0.96,0.76,0.54,0.08,0.94,Tinggi,Kemungkinan kuat,No,2023-04-10
DIS-00012224,ALM-2018-06-076,CAND-ALM-2018-06-076-03,0.86,0.67,0.52,0.54,0.0,0.69,Sedang,Perlu verifikasi,Yes,2022-01-03
DIS-00012225,ALM-2018-06-077,CAND-ALM-2018-06-077-01,0.85,0.78,0.68,0.7,0.05,0.82,Tinggi,Kemungkinan kuat,No,2023-04-17
DIS-00012226,ALM-2018-06-077,CAND-ALM-2018-06-077-02,0.8,0.78,0.72,0.44,0.08,0.8,Tinggi,Kemungkinan kuat,No,2025-11-23
DIS-00012227,ALM-2018-06-078,CAND-ALM-2018-06-078-01,1.0,0.9,0.39,0.78,0.08,0.89,Tinggi,Kemungkinan kuat,No,2023-06-07
DIS-00012228,ALM-2018-06-078,CAND-ALM-2018-06-078-02,0.93,0.9,0.96,0.62,0.0,0.88,Tinggi,Kemungkinan kuat,No,2024-03-27
DIS-00012229,ALM-2018-06-078,CAND-ALM-2018-06-078-03,0.97,0.73,0.3,0.88,0.03,0.78,Sedang,Perlu verifikasi,Yes,2023-10-18
DIS-00012230,ALM-2018-06-079,CAND-ALM-2018-06-079-01,0.71,0.72,0.87,0.56,0.0,0.72,Sedang,Perlu verifikasi,Yes,2022-04-17
DIS-00012231,ALM-2018-06-079,CAND-ALM-2018-06-079-02,0.85,0.96,0.92,0.7,0.03,0.9,Tinggi,Kemungkinan kuat,No,2023-08-08
DIS-00012232,ALM-2018-06-079,CAND-ALM-2018-06-079-03,0.88,0.38,0.92,0.47,0.0,0.68,Sedang,Perlu verifikasi,Yes,2025-09-08
DIS-00012233,ALM-2018-06-080,CAND-ALM-2018-06-080-01,0.91,0.68,0.52,0.38,0.0,0.68,Sedang,Perlu verifikasi,Yes,2024-03-28
DIS-00012234,ALM-2018-06-080,CAND-ALM-2018-06-080-02,0.96,0.37,0.9,0.51,0.08,0.78,Sedang,Perlu verifikasi,Yes,2025-04-03
DIS-00012235,ALM-2018-06-080,CAND-ALM-2018-06-080-03,0.94,0.65,0.98,0.46,0.03,0.82,Tinggi,Kemungkinan kuat,No,2022-08-26
DIS-00012236,ALM-2018-06-081,CAND-ALM-2018-06-081-01,0.74,0.78,0.92,0.61,0.08,0.85,Tinggi,Kemungkinan kuat,No,2024-07-09
DIS-00012237,ALM-2018-06-081,CAND-ALM-2018-06-081-02,0.81,0.81,0.95,0.51,0.03,0.82,Tinggi,Kemungkinan kuat,No,2024-10-26
DIS-00012238,ALM-2018-06-081,CAND-ALM-2018-06-081-03,0.96,0.67,0.75,0.79,0.08,0.89,Tinggi,Kemungkinan kuat,No,2022-11-19
DIS-00012239,ALM-2018-06-081,CAND-ALM-2018-06-081-04,0.73,0.77,0.52,0.69,0.05,0.74,Sedang,Perlu verifikasi,Yes,2024-02-08
DIS-00012240,ALM-2018-06-082,CAND-ALM-2018-06-082-01,0.86,0.77,0.96,0.8,0.05,0.89,Tinggi,Kemungkinan kuat,No,2025-01-05
DIS-00012241,ALM-2018-06-082,CAND-ALM-2018-06-082-02,0.7,0.64,0.61,0.77,0.03,0.7,Sedang,Perlu verifikasi,Yes,2024-02-11
DIS-00012242,ALM-2018-06-082,CAND-ALM-2018-06-082-03,0.93,0.51,0.97,0.63,0.05,0.82,Tinggi,Kemungkinan kuat,No,2023-09-22
DIS-00012243,ALM-2018-06-083,CAND-ALM-2018-06-083-01,0.88,0.3,0.91,0.63,0.08,0.75,Sedang,Perlu verifikasi,Yes,2024-02-10
DIS-00012244,ALM-2018-06-083,CAND-ALM-2018-06-083-02,0.87,0.76,0.86,0.69,0.08,0.89,Tinggi,Kemungkinan kuat,No,2023-12-14
DIS-00012245,ALM-2018-06-083,CAND-ALM-2018-06-083-03,0.92,0.5,0.68,0.91,0.05,0.79,Sedang,Perlu verifikasi,Yes,2025-11-23
DIS-00012246,ALM-2018-06-084,CAND-ALM-2018-06-084-01,0.94,0.64,0.8,0.59,0.08,0.85,Tinggi,Kemungkinan kuat,No,2025-04-05
DIS-00012247,ALM-2018-06-084,CAND-ALM-2018-06-084-02,0.98,0.4,0.99,0.53,0.05,0.79,Sedang,Perlu verifikasi,Yes,2023-08-05
DIS-00012248,ALM-2018-06-084,CAND-ALM-2018-06-084-03,0.79,0.84,0.99,0.81,0.05,0.9,Tinggi,Kemungkinan kuat,No,2022-11-18
DIS-00012249,ALM-2018-06-085,CAND-ALM-2018-06-085-01,0.89,0.79,1.0,0.93,0.03,0.92,Tinggi,Kemungkinan kuat,No,2023-06-22
DIS-00012250,ALM-2018-06-085,CAND-ALM-2018-06-085-02,0.76,0.99,0.56,0.75,0.08,0.87,Tinggi,Kemungkinan kuat,No,2022-10-23
DIS-00012251,ALM-2018-06-085,CAND-ALM-2018-06-085-03,0.81,0.26,0.26,0.68,0.0,0.52,Rendah,Tidak cocok,Yes,2024-05-05
DIS-00012252,ALM-2018-06-085,CAND-ALM-2018-06-085-04,0.73,0.66,0.45,0.77,0.08,0.74,Sedang,Perlu verifikasi,Yes,2022-07-12
DIS-00012253,ALM-2018-06-086,CAND-ALM-2018-06-086-01,0.97,0.6,0.84,0.63,0.05,0.83,Tinggi,Kemungkinan kuat,No,2023-09-03
DIS-00012254,ALM-2018-06-086,CAND-ALM-2018-06-086-02,1.0,0.8,0.93,0.79,0.08,0.97,Tinggi,Kemungkinan kuat,No,2024-12-15
DIS-00012255,ALM-2018-06-086,CAND-ALM-2018-06-086-03,0.76,0.67,0.97,0.37,0.0,0.72,Sedang,Perlu verifikasi,Yes,2022-10-18
DIS-00012256,ALM-2018-06-087,CAND-ALM-2018-06-087-01,0.76,0.82,0.57,0.49,0.08,0.78,Sedang,Perlu verifikasi,Yes,2022-12-13
DIS-00012257,ALM-2018-06-087,CAND-ALM-2018-06-087-02,0.83,0.63,0.88,0.53,0.0,0.73,Sedang,Perlu verifikasi,Yes,2025-07-18
DIS-00012258,ALM-2018-06-087,CAND-ALM-2018-06-087-03,0.86,0.66,0.52,0.61,0.03,0.72,Sedang,Perlu verifikasi,Yes,2022-03-23
DIS-00012259,ALM-2018-06-088,CAND-ALM-2018-06-088-01,0.85,0.74,0.72,0.65,0.08,0.84,Tinggi,Kemungkinan kuat,No,2022-03-19
DIS-00012260,ALM-2018-06-088,CAND-ALM-2018-06-088-02,0.7,0.8,0.85,0.71,0.03,0.79,Sedang,Perlu verifikasi,Yes,2022-04-04
DIS-00012261,ALM-2018-06-088,CAND-ALM-2018-06-088-03,0.82,0.61,0.71,0.65,0.03,0.74,Sedang,Perlu verifikasi,Yes,2025-02-03
DIS-00012262,ALM-2018-06-089,CAND-ALM-2018-06-089-01,1.0,0.64,0.66,0.45,0.05,0.79,Sedang,Perlu verifikasi,Yes,2025-05-12
